OrderID,ProductID,Quantity,Discount
10792,54,3,0
10792,68,15,0
10793,41,14,0
10793,52,8,0
10794,14,15,0.2
10794,54,6,0.2
10795,16,65,0
10795,17,35,0.25
10796,26,21,0.2
10796,44,10,0
10796,64,35,0.2
10796,69,24,0.2
10797,11,20,0
10798,62,2,0
10798,72,10,0
10799,13,20,0.15
10799,24,20,0.15
10799,59,25,0
10800,11,50,0.1
10800,51,10,0.1
10800,54,7,0.1
10801,17,40,0.25
10801,29,20,0.25
10802,30,25,0.25
10802,51,30,0.25
10802,55,60,0.25
10802,62,5,0.25
10803,19,24,0.05
10803,25,15,0.05
10803,59,15,0.05
10804,10,36,0
10804,28,24,0
10804,49,4,0.15
10805,34,10,0
10805,38,10,0
10806,2,20,0.25
10806,65,2,0
10806,74,15,0.25
10807,40,1,0
10808,56,20,0.15
10808,76,50,0.15
10809,52,20,0
10810,13,7,0
10810,25,5,0
10810,70,5,0
10811,19,15,0
10811,23,18,0
10811,40,30,0
10812,31,16,0.1
10812,72,40,0.1
10812,77,20,0
10813,2,12,0.2
10813,46,35,0
10814,41,20,0
10814,43,20,0.15
10814,48,8,0.15
10814,61,30,0.15
10815,33,16,0
10816,38,30,0.05
10816,62,20,0.05
10817,26,40,0.15
10817,38,30,0
10817,40,60,0.15
10817,62,25,0.15
10818,32,20,0
10818,41,20,0
10819,43,7,0
10819,75,20,0
10820,56,30,0
10821,35,20,0
10821,51,6,0
10822,62,3,0
10822,70,6,0
10823,11,20,0.1
10823,57,15,0
10823,59,40,0.1
10823,77,15,0.1
10824,41,12,0
10824,70,9,0
10825,26,12,0
10825,53,20,0
10826,31,35,0
10826,57,15,0
10827,10,15,0
10827,39,21,0
10828,20,5,0
10828,38,2,0
10829,2,10,0
10829,8,20,0
10829,13,10,0
10829,60,21,0
10830,6,6,0
10830,39,28,0
10830,60,30,0
10830,68,24,0
10831,19,2,0
10831,35,8,0
10831,38,8,0
10831,43,9,0
10832,13,3,0.2
10832,25,10,0.2
10832,44,16,0.2
10832,64,3,0
10833,7,20,0.1
10833,31,9,0.1
10833,53,9,0.1
10834,29,8,0.05
10834,30,20,0.05
10835,59,15,0
10835,77,2,0.2
10836,22,52,0
10836,35,6,0
10836,57,24,0
10836,60,60,0
10836,64,30,0
10837,13,6,0
10837,40,25,0
10837,47,40,0.25
10837,76,21,0.25
10838,1,4,0.25
10838,18,25,0.25
10838,36,50,0.25
10839,58,30,0.1
10839,72,15,0.1
10840,25,6,0.2
10840,39,10,0.2
10841,10,16,0
10841,56,30,0
10841,59,50,0
10841,77,15,0
10842,11,15,0
10842,43,5,0
10842,68,20,0
10842,70,12,0
10843,51,4,0.25
10844,22,35,0
10845,23,70,0.1
10845,35,25,0.1
10845,42,42,0.1
10845,58,60,0.1
10845,64,48,0
10846,4,21,0
10846,70,30,0
10846,74,20,0
10847,1,80,0.2
10847,19,12,0.2
10847,37,60,0.2
10847,45,36,0.2
10847,60,45,0.2
10847,71,55,0.2
10848,5,30,0
10848,9,3,0
10849,3,49,0
10849,26,18,0.15
10850,25,20,0.15
10850,33,4,0.15
10850,70,30,0.15
10851,2,5,0.05
10851,25,10,0.05
10851,57,10,0.05
10851,59,42,0.05
10852,2,15,0
10852,17,6,0
10852,62,50,0
10853,18,10,0
10854,10,100,0.15
10854,13,65,0.15
10855,16,50,0
10855,31,14,0
10855,56,24,0
10855,65,15,0.15
10856,2,20,0
10856,42,20,0
10857,3,30,0
10857,26,35,0.25
10857,29,10,0.25
10858,7,5,0
10858,27,10,0
10858,70,4,0
10859,24,40,0.25
10859,54,35,0.25
10859,64,30,0.25
10860,51,3,0
10860,76,20,0
10861,17,42,0
10861,18,20,0
10861,21,40,0
10861,33,35,0
10861,62,3,0
10862,11,25,0
10862,52,8,0
10863,1,20,0.15
10863,58,12,0.15
10864,35,4,0
10864,67,15,0
10865,38,60,0.05
10865,39,80,0.05
10866,2,21,0.25
10866,24,6,0.25
10866,30,40,0.25
10867,53,3,0
10868,26,20,0
10868,35,30,0
10868,49,42,0.1
10869,1,40,0
10869,11,10,0
10869,23,50,0
10869,68,20,0
10870,35,3,0
10870,51,2,0
10871,6,50,0.05
10871,16,12,0.05
10871,17,16,0.05
10872,55,10,0.05
10872,62,20,0.05
10872,64,15,0.05
10872,65,21,0.05
10873,21,20,0
10873,28,3,0
10874,10,10,0
10875,19,25,0
10875,47,21,0.1
10875,49,15,0
10876,46,21,0
10876,64,20,0
10877,16,30,0.25
10877,18,25,0
10878,20,20,0.05
10879,40,12,0
10879,65,10,0
10879,76,10,0
10880,23,30,0.2
10880,61,30,0.2
10880,70,50,0.2
10881,73,10,0
10882,42,25,0
10882,49,20,0.15
10882,54,32,0.15
10883,24,8,0
10884,21,40,0.05
10884,56,21,0.05
10884,65,12,0.05
10885,2,20,0
10885,24,12,0
10885,70,30,0
10885,77,25,0
10886,10,70,0
10886,31,35,0
10886,77,40,0
10887,25,5,0
10888,2,20,0
10888,68,18,0
10889,11,40,0
10889,38,40,0
10890,17,15,0
10890,34,10,0
10890,41,14,0
10891,30,15,0.05
10892,59,40,0.05
10893,8,30,0
10893,24,10,0
10893,29,24,0
10893,30,35,0
10893,36,20,0
10894,13,28,0.05
10894,69,50,0.05
10894,75,120,0.05
10895,24,110,0
10895,39,45,0
10895,40,91,0
10895,60,100,0
10896,45,15,0
10896,56,16,0
10897,29,80,0
10897,30,36,0
10898,13,5,0
10899,39,8,0.15
10900,70,3,0.25
10901,41,30,0
10901,71,30,0
10902,55,30,0.15
10902,62,6,0.15
10903,13,40,0
10903,65,21,0
10903,68,20,0
10904,58,15,0
10904,62,35,0
10905,1,20,0.05
10906,61,15,0
10907,75,14,0
10908,7,20,0.05
10908,52,14,0.05
10909,7,12,0
10909,16,15,0
10909,41,5,0
10910,19,12,0
10910,49,10,0
10910,61,5,0
10911,1,10,0
10911,17,12,0
10911,67,15,0
10912,11,40,0.25
10912,29,60,0.25
10913,4,30,0.25
10913,33,40,0.25
10913,58,15,0
10914,71,25,0
10915,17,10,0
10915,33,30,0
10915,54,10,0
10916,16,6,0
10916,32,6,0
10916,57,20,0
10917,30,1,0
10917,60,10,0
10918,1,60,0.25
10918,60,25,0.25
10919,16,24,0
10919,25,24,0
10919,40,20,0
10920,50,24,0
10921,35,10,0
10921,63,40,0
10922,17,15,0
10922,24,35,0
10923,42,10,0.2
10923,43,10,0.2
10923,67,24,0.2
10924,10,20,0.1
10924,28,30,0.1
10924,75,6,0
10925,36,25,0.15
10925,52,12,0.15
10926,11,2,0
10926,13,10,0
10926,19,7,0
10926,72,10,0
10927,20,5,0
10927,52,5,0
10927,76,20,0
10928,47,5,0
10928,76,5,0
10929,21,60,0
10929,75,49,0
10929,77,15,0
10930,21,36,0
10930,27,25,0
10930,55,25,0.2
10930,58,30,0.2
10931,13,42,0.15
10931,57,30,0
10932,16,30,0.1
10932,62,14,0.1
10932,72,16,0
10932,75,20,0.1
10933,53,2,0
10933,61,30,0
10934,6,20,0
10935,1,21,0
10935,18,4,0.25
10935,23,8,0.25
10936,36,30,0.2
10937,28,8,0
10937,34,20,0
10938,13,20,0.25
10938,43,24,0.25
10938,60,49,0.25
10938,71,35,0.25
10939,2,10,0.15
10939,67,40,0.15
10940,7,8,0
10940,13,20,0
10941,31,44,0.25
10941,62,30,0.25
10941,68,80,0.25
10941,72,50,0
10942,49,28,0
10943,13,15,0
10943,22,21,0
10943,46,15,0
10944,11,5,0.25
10944,44,18,0.25
10944,56,18,0
10945,13,20,0
10945,31,10,0
10946,10,25,0
10946,24,25,0
10946,77,40,0
10947,59,4,0
10948,50,9,0
10948,51,40,0
10948,55,4,0
10949,6,12,0
10949,10,30,0
10949,17,6,0
10949,62,60,0
10950,4,5,0
10951,33,15,0.05
10951,41,6,0.05
10951,75,50,0.05
10952,6,16,0.05
10952,28,2,0
10953,20,50,0.05
10953,31,50,0.05
10954,16,28,0.15
10954,31,25,0.15
10954,45,30,0
10954,60,24,0.15
10955,75,12,0.2
10956,21,12,0
10956,47,14,0
10956,51,8,0
10957,30,30,0
10957,35,40,0
10957,64,8,0
10958,5,20,0
10958,7,6,0
10958,72,5,0
10959,75,20,0.15
10960,24,10,0.25
10960,41,24,0
10961,52,6,0.05
10961,76,60,0
10962,7,45,0
10962,13,77,0
10962,53,20,0
10962,69,9,0
10962,76,44,0
10963,60,2,0.15
10964,18,6,0
10964,38,5,0
10964,69,10,0
10965,51,16,0
10966,37,8,0
10966,56,12,0.15
10966,62,12,0.15
10967,19,12,0
10967,49,40,0
10968,12,30,0
10968,24,30,0
10968,64,4,0
10969,46,9,0
10970,52,40,0.2
10971,29,14,0
10972,17,6,0
10972,33,7,0
10973,26,5,0
10973,41,6,0
10973,75,10,0
10974,63,10,0
10975,8,16,0
10975,75,10,0
10976,28,20,0
10977,39,30,0
10977,47,30,0
10977,51,10,0
10977,63,20,0
10978,8,20,0.15
10978,21,40,0.15
10978,40,10,0
10978,44,6,0.15
10979,7,18,0
10979,12,20,0
10979,24,80,0
10979,27,30,0
10979,31,24,0
10979,63,35,0
10980,75,40,0.2
10981,38,60,0
10982,7,20,0
10982,43,9,0
10983,13,84,0.15
10983,57,15,0
10984,16,55,0
10984,24,20,0
10984,36,40,0
10985,16,36,0.1
10985,18,8,0.1
10985,32,35,0.1
10986,11,30,0
10986,20,15,0
10986,76,10,0
10986,77,15,0
10987,7,60,0
10987,43,6,0
10987,72,20,0
10988,7,60,0
10988,62,40,0.1
10989,6,40,0
10989,11,15,0
10989,41,4,0
10990,21,65,0
10990,34,60,0.15
10990,55,65,0.15
10990,61,66,0.15
10991,2,50,0.2
10991,70,20,0.2
10991,76,90,0.2
10992,72,2,0
10993,29,50,0.25
10993,41,35,0.25
10994,59,18,0.05
10995,51,20,0
10995,60,4,0
10996,42,40,0
10997,32,50,0
10997,46,20,0.25
10997,52,20,0.25
10998,24,12,0
10998,61,7,0
10998,74,20,0
10998,75,30,0
10999,41,20,0.05
10999,51,15,0.05
10999,77,21,0.05
11000,4,25,0.25
11000,24,30,0.25
11000,77,30,0
11001,7,60,0
11001,22,25,0
11001,46,25,0
11001,55,6,0
11002,13,56,0
11002,35,15,0.15
11002,42,24,0.15
11002,55,40,0
11003,1,4,0
11003,40,10,0
11003,52,10,0
11004,26,6,0
11004,76,6,0
11005,1,2,0
11005,59,10,0
11006,1,8,0
11006,29,2,0.25
11007,8,30,0
11007,29,10,0
11007,42,14,0
11008,28,70,0.05
11008,34,90,0.05
11008,71,21,0
11009,24,12,0
11009,36,18,0.25
11009,60,9,0
11010,7,20,0
11010,24,10,0
11011,58,40,0.05
11011,71,20,0
11012,19,50,0.05
11012,60,36,0.05
11012,71,60,0.05
11013,23,10,0
11013,42,4,0
11013,45,20,0
11013,68,2,0
11014,41,28,0.1
11015,30,15,0
11015,77,18,0
11016,31,15,0
11016,36,16,0
11017,3,25,0
11017,59,110,0
11017,70,30,0
11018,12,20,0
11018,18,10,0
11018,56,5,0
11019,46,3,0
11019,49,2,0
11020,10,24,0.15
11021,2,11,0.25
11021,20,15,0
11021,26,63,0
11021,51,44,0.25
11021,72,35,0
11022,19,35,0
11022,69,30,0
11023,7,4,0
11023,43,30,0
11024,26,12,0
11024,33,30,0
11024,65,21,0
11024,71,50,0
11025,1,10,0.1
11025,13,20,0.1
11026,18,8,0
11026,51,10,0
11027,24,30,0.25
11027,62,21,0.25
11028,55,35,0
11028,59,24,0
11029,56,20,0
11029,63,12,0
11030,2,100,0.25
11030,5,70,0
11030,29,60,0.25
11030,59,100,0.25
11031,1,45,0
11031,13,80,0
11031,24,21,0
11031,64,20,0
11031,71,16,0
11032,36,35,0
11032,38,25,0
11032,59,30,0
11033,53,70,0.1
11033,69,36,0.1
11034,21,15,0.1
11034,44,12,0
11034,61,6,0
11035,1,10,0
11035,35,60,0
11035,42,30,0
11035,54,10,0
11036,13,7,0
11036,59,30,0
11037,70,4,0
11038,40,5,0.2
11038,52,2,0
11038,71,30,0
11039,28,20,0
11039,35,24,0
11039,49,60,0
11039,57,28,0
11040,21,20,0
11041,2,30,0.2
11041,63,30,0
11042,44,15,0
11042,61,4,0
11043,11,10,0
11044,62,12,0
11045,33,15,0
11045,51,24,0
11046,12,20,0.05
11046,32,15,0.05
11046,35,18,0.05
11047,1,25,0.25
11047,5,30,0.25
11048,68,42,0
11049,2,10,0.2
11049,12,4,0.2
11050,76,50,0.1
11051,24,10,0.2
11052,43,30,0.2
11052,61,10,0.2
11053,18,35,0.2
11053,32,20,0
11053,64,25,0.2
11054,33,10,0
11054,67,20,0
11055,24,15,0
11055,25,15,0
11055,51,20,0
11055,57,20,0
11056,7,40,0
11056,55,35,0
11056,60,50,0
11057,70,3,0
11058,21,3,0
11058,60,21,0
11058,61,4,0
11059,13,30,0
11059,17,12,0
11059,60,35,0
11060,60,4,0
11060,77,10,0
11061,60,15,0
11062,53,10,0.2
11062,70,12,0.2
11063,34,30,0
11063,40,40,0.1
11063,41,30,0.1
11064,17,77,0.1
11064,41,12,0
11064,53,25,0.1
11064,55,4,0.1
11064,68,55,0
11065,30,4,0.25
11065,54,20,0.25
11066,16,3,0
11066,19,42,0
11066,34,35,0
11067,41,9,0
11068,28,8,0.15
11068,43,36,0.15
11068,77,28,0.15
11069,39,20,0
11070,1,40,0.15
11070,2,20,0.15
11070,16,30,0.15
11070,31,20,0
11071,7,15,0.05
11071,13,10,0.05
11072,2,8,0
11072,41,40,0
11072,50,22,0
11072,64,130,0
11073,11,10,0
11073,24,20,0
11074,16,14,0.05
11075,2,10,0.15
11075,46,30,0.15
11075,76,2,0.15
11076,6,20,0.25
11076,14,20,0.25
11076,19,10,0.25
11077,2,24,0.2
11077,3,4,0
11077,4,1,0
11077,6,1,0.02
11077,7,1,0.05
11077,8,2,0.1
11077,10,1,0
11077,12,2,0.05
11077,13,4,0
11077,14,1,0.03
11077,16,2,0.03
11077,20,1,0.04
11077,23,2,0
11077,32,1,0
11077,39,2,0.05
11077,41,3,0
11077,46,3,0.02
11077,52,2,0
11077,55,2,0
11077,60,2,0.06
11077,64,2,0.03
11077,66,1,0
11077,73,2,0.01
11077,75,4,0
11077,77,2,0
